lat,lon,Submission,radius
34.14,-118.16,1:11,7
34.14,-118.16,3:18,8
38.11,-122.13,10:7,9
38.11,-122.13,1:11,10
38.11,-122.13,1:11,11
40.71,-73.99,10:4,1
40.71,-73.99,10:8,2
40.71,-73.99,10:8,3
40.71,-73.99,11:2,4
40.71,-73.99,1:11,5
40.71,-73.99,1:11,6
40.71,-73.99,1:11,7
40.71,-73.99,1:12,8
40.71,-73.99,4:7,9
40.71,-73.99,4:8,10
40.71,-73.99,4:24,11
32.88,-117.13,4:14,1
33.02,-117.12,10:6,1
33.02,-117.12,11:2,2
33.62,-117.87,10:6,1
33.62,-117.87,10:8,2
33.62,-117.87,10:9,3
33.62,-117.87,10:9,4
33.62,-117.87,11:2,5
33.62,-117.87,11:2,6
33.62,-117.87,1:11,7
33.62,-117.87,1:11,8
33.62,-117.87,1:11,9
33.62,-117.87,1:14,10
33.62,-117.87,1:27,11
33.64,-117.91,10:4,1
33.64,-117.91,1:11,2
33.90,-118.00,1:11,1
33.98,-118.08,3:28,2
34.01,-118.49,11:2,1
34.20,-118.30,10:6,1
37.17,-121.65,10:7,1
37.17,-121.65,10:7,2
37.17,-121.65,11:2,3
37.17,-121.65,1:12,4
37.17,-121.65,1:12,5
37.17,-121.65,4:10,6
37.78,-121.88,10:8,1
37.78,-121.88,11:2,2
37.78,-121.88,1:11,3
37.79,-122.39,1:11,1
37.83,-122.10,10:9,1
37.83,-122.10,10:9,2
37.83,-122.10,1:11,3
37.83,-122.10,1:11,4
37.83,-122.10,1:11,5
37.83,-122.10,1:11,6
37.83,-122.10,1:12,7
37.83,-122.10,1:13,8
37.83,-122.10,1:13,9
37.83,-122.10,1:31,10
37.91,-122.01,1:11,1
37.91,-122.01,1:12,2
37.91,-122.01,1:12,3
37.91,-122.01,2:1,4
37.93,-122.53,10:8,1
37.93,-122.53,10:8,2
37.93,-122.53,10:9,3
37.93,-122.53,11:2,4
37.93,-122.53,11:2,5
37.93,-122.53,11:2,6
37.93,-122.53,1:11,7
37.93,-122.53,3:27,8
37.93,-122.53,3:28,9
37.93,-122.53,3:28,10
38.06,-122.54,1:11,1
38.06,-122.54,1:11,2
38.06,-122.54,1:11,3
38.06,-122.54,1:22,4
38.41,-123.01,10:8,1
38.76,-121.16,10:8,1
38.76,-121.16,11:2,2
38.76,-121.16,11:2,3
38.76,-121.16,11:2,4
38.76,-121.16,11:2,5
38.76,-121.16,11:2,6
38.76,-121.16,11:2,7
38.76,-121.16,11:2,8
38.76,-121.16,11:2,9
38.76,-121.16,1:11,10
38.76,-121.16,1:12,11
38.76,-121.16,1:25,12
39.25,-123.73,10:7,1
33.02,-117.19,1:11,1
33.53,-117.70,1:11,2
33.53,-117.70,1:11,3
33.62,-117.79,1:11,4
33.90,-118.07,3:26,5
37.41,-122.17,10:4,1
37.41,-122.17,11:2,2
37.41,-122.17,1:16,3
37.44,-122.20,10:9,4
37.44,-122.20,1:13,5
37.54,-122.30,10:6,6
37.54,-122.30,11:2,7
37.54,-122.30,11:2,8
37.54,-122.30,1:11,9
37.54,-122.30,1:11,10
37.54,-122.30,1:11,11
37.54,-122.30,1:19,12
37.54,-122.30,4:4,13
37.76,-121.93,10:7,1
37.76,-121.93,1:14,2
37.76,-121.93,1:22,3
37.98,-122.15,10:7,4
37.98,-122.15,10:9,5
37.98,-122.15,1:11,6
37.98,-122.15,1:21,7
38.31,-122.48,1:11,8
32.90,-117.20,1:11,1
33.60,-117.90,1:11,2
33.60,-117.90,1:11,3
37.89,-122.19,10:4,4
37.89,-122.19,10:7,5
37.89,-122.19,10:7,6
37.89,-122.19,11:2,7
37.89,-122.19,1:11,8
37.89,-122.19,1:11,9
37.89,-122.19,1:11,10
37.89,-122.19,1:12,11
37.89,-122.19,1:15,12
37.89,-122.19,2:22,13
37.89,-122.19,4:14,14
33.88,-118.40,10:5,1
33.88,-118.40,10:7,2
33.88,-118.40,1:11,3
33.88,-118.40,4:25,4
34.15,-118.49,11:2,1
37.42,-121.94,3:10,1
37.42,-121.94,3:16,2
37.55,-122.07,1:11,3
37.78,-122.12,1:11,1
37.78,-122.12,1:11,2
38.02,-122.54,10:9,1
38.02,-122.54,11:2,2
38.02,-122.54,11:2,3
38.02,-122.54,11:2,4
38.02,-122.54,1:11,5
38.02,-122.54,1:11,6
38.02,-122.54,2:21,7
38.02,-122.54,3:15,8
38.44,-122.78,10:4,1
38.44,-122.78,10:7,2
38.44,-122.78,1:11,3
38.44,-122.78,1:11,4
38.44,-122.78,1:11,5
38.44,-122.78,1:11,6
38.44,-122.78,1:11,7
38.44,-122.78,1:13,8
38.44,-122.78,2:7,9
38.44,-122.78,2:8,10
38.44,-122.78,2:12,11
38.44,-122.78,4:21,12
38.68,-121.05,10:7,1
38.68,-121.05,10:7,2
38.68,-121.05,10:8,3
38.68,-121.05,10:8,4
38.68,-121.05,10:9,5
38.68,-121.05,11:2,6
38.68,-121.05,11:2,7
38.68,-121.05,1:11,8
38.68,-121.05,1:11,9
38.68,-121.05,1:11,10
38.68,-121.05,1:11,11
38.68,-121.05,1:11,12
38.68,-121.05,1:11,13
38.68,-121.05,1:11,14
38.68,-121.05,1:12,15
37.30,-122.09,10:7,1
37.30,-122.09,10:9,2
37.30,-122.09,10:9,3
37.30,-122.09,11:2,4
37.30,-122.09,11:2,5
37.30,-122.09,11:2,6
37.30,-122.09,11:2,7
37.30,-122.09,1:11,8
37.30,-122.09,1:11,9
37.30,-122.09,1:11,10
37.30,-122.09,1:11,11
37.30,-122.09,1:11,12
37.30,-122.09,2:11,13
37.30,-122.09,2:15,14
37.30,-122.09,3:22,15
37.46,-122.25,1:12,16
33.48,-117.61,1:11,1
33.48,-117.61,1:11,2
33.48,-117.61,1:11,3
33.48,-117.61,1:11,4
33.48,-117.61,1:11,5
33.48,-117.61,1:12,6
33.48,-117.61,1:16,7
33.48,-117.61,1:25,8
33.48,-117.61,2:9,9
33.48,-117.61,2:9,10
37.78,-121.99,1:11,1
37.78,-121.99,1:18,2
37.78,-121.99,1:18,3
37.78,-121.99,1:26,4
37.84,-121.97,10:4,1
37.84,-121.97,10:7,2
37.84,-121.97,1:11,3
37.84,-121.97,1:11,4
37.86,-122.07,1:11,1
37.90,-122.11,10:7,2
37.90,-122.11,10:8,3
37.90,-122.11,11:2,4
37.90,-122.11,11:2,5
37.90,-122.11,1:11,6
37.90,-122.11,1:11,7
37.90,-122.11,1:11,8
37.90,-122.11,1:12,9
37.90,-122.11,1:13,10
37.90,-122.11,1:15,11
37.90,-122.11,1:28,12
37.90,-122.11,2:15,13
38.47,-122.60,10:9,1
38.47,-122.60,1:11,2
38.47,-122.60,1:11,3
32.80,-117.13,11:3,1
34.19,-118.81,1:11,1
34.19,-118.81,1:11,2
34.19,-118.81,1:15,3
34.28,-118.61,1:11,1
34.30,-118.72,1:11,1
34.30,-118.72,4:19,2
37.31,-121.93,1:12,1
37.31,-121.93,1:13,2
37.31,-121.93,4:4,3
37.56,-121.98,10:7,1
37.56,-121.98,3:9,2
37.70,-122.12,1:11,3
37.70,-122.12,1:11,4
37.86,-122.28,10:7,5
37.86,-122.28,11:2,6
37.86,-122.28,1:11,7
37.86,-122.28,1:18,8
37.86,-122.28,3:8,9
37.90,-122.52,10:10,1
37.90,-122.52,1:18,2
37.94,-122.56,10:9,3
37.94,-122.56,11:2,4
37.94,-122.56,11:2,5
37.94,-122.56,11:2,6
37.94,-122.56,1:11,7
37.94,-122.56,1:11,8
37.94,-122.56,1:14,9
37.98,-122.60,11:2,10
37.98,-122.60,1:11,11
37.98,-122.60,4:24,12
38.22,-122.55,10:7,1
38.23,-122.56,10:4,2
38.23,-122.56,10:4,3
38.23,-122.56,10:7,4
38.23,-122.56,10:7,5
38.23,-122.56,10:8,6
38.23,-122.56,10:9,7
38.23,-122.56,1:11,8
38.23,-122.56,1:13,9
38.23,-122.56,2:24,10
38.23,-122.56,3:5,11
38.23,-122.56,3:15,12
38.23,-122.56,4:7,13
38.31,-122.64,10:4,14
38.31,-122.64,11:2,15
38.31,-122.64,1:11,16
38.40,-122.82,10:9,1
38.40,-122.82,1:17,2
38.40,-122.82,4:9,3
38.48,-122.90,1:11,4
38.48,-122.90,1:11,5
38.48,-122.90,1:11,6
38.48,-122.90,1:11,7
32.77,-117.18,1:11,1
33.86,-118.39,1:13,1
34.08,-118.49,1:11,1
37.67,-122.08,10:5,2
37.67,-122.08,10:5,3
37.67,-122.08,1:11,4
37.80,-122.21,10:5,5
37.80,-122.21,10:7,6
37.80,-122.21,10:7,7
37.80,-122.21,10:8,8
37.80,-122.21,1:11,9
37.80,-122.21,1:11,10
37.80,-122.21,4:16,11
37.86,-122.27,11:2,12
37.86,-122.27,11:2,13
37.86,-122.27,1:11,14
37.88,-122.29,10:7,15
37.88,-122.29,1:13,16
37.88,-122.29,1:23,17
37.88,-122.29,4:9,18
37.97,-122.50,10:5,1
37.97,-122.50,10:7,2
37.97,-122.50,10:7,3
37.97,-122.50,10:7,4
37.97,-122.50,10:7,5
37.97,-122.50,10:9,6
37.97,-122.50,11:2,7
37.97,-122.50,1:11,8
37.97,-122.50,1:23,9
37.97,-122.50,2:15,10
37.97,-122.50,2:27,11
37.97,-122.50,4:26,12
38.10,-122.63,10:4,13
38.10,-122.63,10:6,14
38.10,-122.63,10:7,15
38.10,-122.63,1:11,16
38.10,-122.63,1:11,17
38.10,-122.63,1:11,18
34.17,-118.95,10:9,1
34.20,-118.98,1:11,2
34.51,-119.29,1:11,3
34.51,-119.29,1:11,4
34.51,-119.29,1:11,5
34.51,-119.29,1:11,6
34.51,-119.29,2:8,7
37.36,-122.14,11:2,8
37.36,-122.14,11:2,9
37.36,-122.14,1:11,10
37.36,-122.14,1:11,11
37.36,-122.14,1:11,12
37.36,-122.14,1:15,13
37.36,-122.14,4:13,14
37.46,-122.24,10:4,15
37.46,-122.24,10:4,16
37.46,-122.24,10:5,17
37.46,-122.24,11:2,18
37.46,-122.24,11:2,19
37.46,-122.24,1:11,20
32.81,-117.19,1:11,1
32.86,-117.24,1:13,2
33.75,-118.13,10:7,3
33.75,-118.13,11:2,4
37.37,-121.75,3:20,5
37.51,-121.89,2:14,6
37.51,-121.89,3:21,7
37.70,-122.08,10:8,8
37.75,-122.13,10:8,9
37.75,-122.13,11:2,10
37.86,-122.24,10:9,11
37.86,-122.24,1:11,12
37.86,-122.24,1:11,13
37.86,-122.24,1:11,14
37.86,-122.24,1:11,15
37.86,-122.24,1:11,16
37.86,-122.24,2:1,17
37.86,-122.24,4:17,18
37.90,-122.28,10:5,19
37.90,-122.28,10:7,20
37.90,-122.28,10:8,21
37.90,-122.28,1:11,22
37.90,-122.28,1:14,23
33.83,-118.38,10:7,1
33.83,-118.38,10:9,2
33.83,-118.38,1:11,3
33.83,-118.38,2:3,4
33.83,-118.38,4:4,5
33.83,-118.38,4:4,6
37.28,-121.83,1:19,7
37.44,-121.99,1:11,8
38.21,-122.76,10:3,9
38.21,-122.76,10:5,10
38.21,-122.76,10:9,11
38.21,-122.76,11:2,12
38.21,-122.76,11:2,13
38.21,-122.76,1:11,14
38.21,-122.76,1:11,15
38.21,-122.76,1:11,16
38.21,-122.76,1:11,17
38.21,-122.76,1:11,18
38.21,-122.76,1:11,19
38.21,-122.76,1:11,20
38.21,-122.76,1:11,21
38.21,-122.76,1:11,22
38.21,-122.76,1:11,23
38.21,-122.76,4:15,24
34.14,-118.42,2:3,1
34.14,-118.42,2:3,2
38.49,-122.77,10:4,3
38.53,-122.81,10:5,4
38.53,-122.81,10:5,5
38.53,-122.81,10:7,6
38.53,-122.81,10:7,7
38.53,-122.81,10:7,8
38.53,-122.81,10:7,9
38.53,-122.81,10:7,10
38.53,-122.81,10:8,11
38.53,-122.81,10:9,12
38.53,-122.81,10:9,13
38.53,-122.81,10:9,14
38.53,-122.81,11:2,15
38.53,-122.81,11:2,16
38.53,-122.81,1:11,17
38.53,-122.81,1:11,18
38.53,-122.81,1:11,19
38.53,-122.81,1:11,20
38.53,-122.81,1:19,21
38.53,-122.81,1:28,22
38.53,-122.81,2:1,23
38.53,-122.81,2:14,24
38.53,-122.81,3:13,25
38.67,-121.14,10:7,1
38.67,-121.14,10:7,2
38.67,-121.14,10:7,3
38.67,-121.14,10:8,4
38.67,-121.14,10:8,5
38.67,-121.14,10:8,6
38.67,-121.14,10:9,7
38.67,-121.14,10:9,8
38.67,-121.14,11:2,9
38.67,-121.14,11:2,10
38.67,-121.14,1:11,11
38.67,-121.14,1:11,12
38.67,-121.14,1:11,13
38.67,-121.14,1:11,14
38.67,-121.14,1:11,15
38.67,-121.14,1:13,16
38.67,-121.14,1:19,17
38.67,-121.14,1:19,18
38.67,-121.14,3:18,19
38.81,-121.28,1:11,20
38.81,-121.28,1:11,21
38.81,-121.28,1:11,22
38.81,-121.28,1:13,23
38.81,-121.28,1:13,24
39.08,-121.55,1:11,25
34.12,-118.28,1:11,1
37.28,-121.98,10:9,1
37.30,-122.00,10:4,2
37.30,-122.00,1:12,3
37.30,-122.00,1:19,4
37.38,-122.08,10:7,5
37.38,-122.08,10:8,6
37.38,-122.08,10:9,7
37.38,-122.08,1:11,8
37.38,-122.08,1:12,9
37.38,-122.08,1:31,10
37.38,-122.08,3:26,11
37.74,-122.44,10:7,12
37.74,-122.44,11:2,13
37.74,-122.44,11:2,14
37.74,-122.44,11:2,15
37.74,-122.44,1:11,16
37.74,-122.44,1:11,17
37.74,-122.44,1:12,18
37.74,-122.44,1:12,19
37.74,-122.44,1:15,20
37.74,-122.44,1:15,21
37.74,-122.44,1:15,22
37.74,-122.44,1:19,23
37.74,-122.44,1:20,24
37.74,-122.44,1:24,25
37.74,-122.44,4:21,26
37.81,-121.97,10:7,1
37.81,-121.97,10:7,2
37.81,-121.97,10:7,3
37.81,-121.97,10:7,4
37.81,-121.97,10:9,5
37.81,-121.97,10:9,6
37.81,-121.97,11:2,7
37.81,-121.97,11:2,8
37.81,-121.97,1:11,9
37.81,-121.97,1:11,10
37.81,-121.97,1:12,11
37.81,-121.97,2:8,12
37.81,-121.97,2:8,13
37.81,-121.97,2:8,14
37.81,-121.97,2:8,15
37.81,-121.97,4:6,16
37.91,-122.07,10:3,17
37.91,-122.07,10:6,18
37.91,-122.07,10:7,19
37.91,-122.07,10:8,20
37.91,-122.07,10:9,21
37.91,-122.07,1:11,22
37.91,-122.07,1:11,23
38.09,-122.25,1:12,24
38.51,-123.21,3:6,1
39.12,-123.28,1:15,1
39.47,-123.63,10:9,2
33.91,-118.34,10:9,1
33.91,-118.34,1:11,2
34.00,-118.43,1:11,3
34.00,-118.43,1:15,4
37.44,-121.87,10:5,5
37.81,-122.24,10:5,6
37.81,-122.24,10:5,7
37.81,-122.24,10:7,8
37.81,-122.24,10:7,9
37.81,-122.24,1:11,10
37.81,-122.24,1:11,11
37.81,-122.24,1:12,12
37.81,-122.24,1:14,13
37.81,-122.24,1:15,14
37.81,-122.24,1:15,15
37.81,-122.24,1:18,16
37.81,-122.24,1:18,17
37.81,-122.24,2:1,18
37.81,-122.24,4:20,19
37.83,-122.26,10:5,20
37.83,-122.26,10:6,21
37.83,-122.26,10:6,22
37.83,-122.26,10:7,23
38.13,-122.56,11:2,24
38.13,-122.56,1:19,25
38.43,-122.86,10:4,26
39.30,-123.73,1:11,27
39.30,-123.73,1:11,28
37.19,-121.83,11:2,1
37.19,-121.83,1:11,2
37.19,-121.83,1:11,3
37.19,-121.83,1:22,4
37.22,-121.99,10:8,1
37.22,-121.99,10:8,2
37.22,-121.99,10:9,3
37.22,-121.99,11:2,4
37.22,-121.99,1:16,5
37.22,-121.99,1:20,6
37.34,-122.11,1:11,7
37.34,-122.11,1:11,8
37.34,-122.11,1:20,9
37.34,-122.11,1:24,10
37.34,-122.11,2:25,11
37.41,-122.05,10:5,1
37.41,-122.05,10:5,2
37.41,-122.05,10:5,3
37.41,-122.05,10:6,4
37.41,-122.05,10:9,5
37.41,-122.05,11:2,6
37.41,-122.05,11:2,7
37.41,-122.05,11:2,8
37.41,-122.05,1:11,9
37.41,-122.05,1:12,10
37.49,-122.26,10:5,1
37.49,-122.26,10:6,2
37.49,-122.26,10:6,3
37.49,-122.26,10:9,4
37.49,-122.26,10:9,5
37.49,-122.26,10:9,6
37.49,-122.26,10:9,7
37.49,-122.26,11:2,8
37.49,-122.26,11:2,9
37.49,-122.26,11:2,10
37.49,-122.26,1:11,11
37.49,-122.26,1:11,12
37.49,-122.26,1:11,13
37.49,-122.26,1:11,14
37.49,-122.26,1:11,15
37.49,-122.26,1:14,16
37.49,-122.26,1:15,17
37.49,-122.26,1:26,18
37.49,-122.26,2:2,19
37.57,-122.34,11:2,20
37.65,-122.42,10:8,21
37.65,-122.42,1:28,22
37.77,-122.41,10:8,1
37.77,-122.41,10:8,2
37.77,-122.41,11:2,3
37.77,-122.41,11:2,4
37.77,-122.41,11:3,5
37.77,-122.41,1:11,6
37.77,-122.41,1:11,7
37.77,-122.41,1:13,8
37.77,-122.41,1:13,9
37.77,-122.41,1:14,10
37.77,-122.41,1:17,11
37.77,-122.41,1:18,12
37.77,-122.41,1:19,13
37.77,-122.41,2:22,14
37.77,-122.41,3:1,15
37.77,-122.41,3:24,16
37.77,-122.41,4:8,17
37.77,-122.41,4:8,18
38.00,-122.64,4:4,19
37.23,-121.82,10:5,1
37.23,-121.82,1:11,2
37.23,-121.82,1:15,3
37.23,-121.82,1:29,4
37.23,-121.82,1:29,5
37.23,-121.82,1:29,6
37.29,-121.88,10:5,7
37.29,-121.88,10:7,8
37.29,-121.88,11:2,9
37.29,-121.88,11:2,10
37.29,-121.88,11:2,11
37.29,-121.88,2:28,12
37.29,-121.88,2:28,13
37.29,-121.88,3:6,14
37.32,-121.91,10:9,15
37.32,-121.91,10:9,16
37.89,-122.03,10:4,1
37.89,-122.03,10:5,2
37.89,-122.03,10:7,3
37.89,-122.03,10:7,4
37.89,-122.03,1:11,5
37.92,-122.51,10:7,1
37.92,-122.51,10:7,2
37.92,-122.51,11:2,3
37.92,-122.51,11:2,4
37.92,-122.51,11:2,5
37.92,-122.51,2:17,6
37.96,-122.55,11:2,7
37.99,-122.58,10:7,8
37.99,-122.58,10:8,9
37.99,-122.58,11:2,10
37.99,-122.58,1:11,11
37.99,-122.58,1:11,12
37.99,-122.58,1:11,13
37.99,-122.58,1:11,14
37.99,-122.58,1:13,15
37.99,-122.58,1:19,16
37.99,-122.58,1:27,17
37.99,-122.58,3:1,18
37.99,-122.58,3:29,19
38.45,-122.59,10:3,1
38.45,-122.59,10:6,2
38.45,-122.59,10:7,3
38.45,-122.59,10:7,4
38.45,-122.59,10:7,5
38.45,-122.59,10:8,6
38.45,-122.59,10:8,7
38.45,-122.59,10:8,8
38.45,-122.59,10:9,9
38.45,-122.59,10:9,10
38.45,-122.59,11:2,11
38.45,-122.59,11:2,12
38.45,-122.59,11:2,13
38.45,-122.59,1:11,14
38.45,-122.59,1:11,15
38.45,-122.59,1:11,16
38.45,-122.59,1:11,17
38.45,-122.59,1:11,18
38.45,-122.59,1:11,19
38.45,-122.59,1:11,20
38.45,-122.59,1:12,21
38.45,-122.59,1:12,22
38.45,-122.59,1:12,23
38.45,-122.59,1:12,24
38.45,-122.59,2:1,25
38.45,-122.59,3:28,26
38.45,-122.59,3:28,27
38.45,-122.59,4:14,28
38.45,-122.59,4:28,29
38.45,-122.59,4:28,30
33.80,-118.16,10:5,1
33.80,-118.16,1:11,2
33.80,-118.16,4:19,3
34.05,-118.41,1:11,4
34.05,-118.41,1:19,5
37.90,-122.26,11:2,6
37.90,-122.26,1:11,7
37.90,-122.26,1:12,8
37.90,-122.26,1:12,9
37.90,-122.26,1:13,10
38.34,-122.70,10:7,11
38.34,-122.70,10:7,12
38.34,-122.70,10:8,13
38.34,-122.70,11:2,14
38.34,-122.70,1:11,15
38.34,-122.70,1:11,16
38.34,-122.70,1:11,17
38.34,-122.70,1:11,18
38.34,-122.70,1:11,19
38.34,-122.70,1:14,20
38.34,-122.70,1:18,21
38.34,-122.70,1:18,22
38.34,-122.70,1:31,23
38.34,-122.70,2:1,24
38.34,-122.70,2:1,25
38.34,-122.70,2:28,26
38.34,-122.70,4:4,27
38.34,-122.70,4:4,28
38.39,-122.75,10:7,29
38.39,-122.75,10:9,30
38.39,-122.75,1:14,31
38.39,-122.75,1:14,32
38.39,-122.75,1:15,33
38.39,-122.75,1:18,34
38.39,-122.75,2:23,35
38.39,-122.75,4:4,36
37.21,-121.86,11:2,1
37.31,-121.96,1:19,2
37.45,-122.10,10:5,3
37.45,-122.10,11:2,4
37.45,-122.10,11:2,5
37.45,-122.10,11:2,6
37.45,-122.10,11:4,7
37.45,-122.10,1:11,8
37.45,-122.10,1:11,9
37.45,-122.10,1:11,10
37.45,-122.10,1:11,11
37.45,-122.10,1:12,12
37.45,-122.10,1:16,13
37.45,-122.10,1:16,14
37.45,-122.10,1:25,15
37.45,-122.10,1:25,16
37.45,-122.10,1:26,17
37.78,-122.43,10:7,18
37.78,-122.43,10:7,19
37.78,-122.43,10:9,20
37.78,-122.43,10:9,21
37.78,-122.43,11:2,22
37.78,-122.43,11:2,23
37.78,-122.43,11:2,24
37.78,-122.43,11:2,25
37.78,-122.43,1:11,26
37.78,-122.43,1:11,27
37.78,-122.43,1:11,28
37.78,-122.43,1:11,29
37.78,-122.43,1:11,30
37.78,-122.43,1:12,31
37.78,-122.43,1:12,32
37.78,-122.43,1:12,33
37.78,-122.43,1:19,34
37.78,-122.43,1:20,35
37.78,-122.43,1:25,36
37.78,-122.43,2:18,37
37.78,-122.43,3:19,38
37.78,-122.43,4:4,39
37.78,-122.43,4:25,40
37.13,-121.94,10:3,1
37.13,-121.94,10:9,2
37.13,-121.94,11:2,3
37.13,-121.94,11:2,4
37.13,-121.94,11:2,5
37.13,-121.94,11:2,6
37.13,-121.94,4:7,7
37.25,-122.06,10:8,8
37.25,-122.06,10:8,9
37.25,-122.06,10:8,10
37.25,-122.06,11:2,11
37.25,-122.06,11:2,12
37.25,-122.06,11:2,13
37.25,-122.06,11:2,14
37.25,-122.06,1:11,15
37.25,-122.06,1:11,16
37.25,-122.06,1:11,17
37.56,-122.37,10:7,18
37.56,-122.37,11:2,19
37.56,-122.37,11:2,20
37.56,-122.37,11:2,21
37.56,-122.37,11:2,22
37.56,-122.37,1:11,23
37.56,-122.37,1:11,24
37.56,-122.37,1:11,25
37.56,-122.37,1:11,26
37.56,-122.37,1:11,27
37.56,-122.37,1:11,28
37.56,-122.37,1:11,29
37.56,-122.37,1:11,30
37.56,-122.37,1:12,31
37.56,-122.37,1:26,32
37.56,-122.37,1:26,33
37.56,-122.37,2:28,34
37.59,-122.40,1:11,35
37.59,-122.40,1:11,36
37.59,-122.40,1:11,37
37.59,-122.40,3:10,38
37.62,-122.43,10:6,39
37.62,-122.43,1:11,40
37.62,-122.43,1:11,41
37.62,-122.43,1:12,42
37.62,-122.43,1:26,43
32.95,-117.19,1:11,1
32.95,-117.19,1:11,2
32.95,-117.19,1:11,3
32.95,-117.19,1:14,4
33.54,-117.78,11:2,5
34.23,-118.47,10:6,6
34.37,-118.61,1:11,7
34.37,-118.61,3:8,8
38.01,-122.25,10:4,9
38.43,-122.67,10:4,10
38.43,-122.67,10:4,11
38.43,-122.67,10:5,12
38.43,-122.67,10:6,13
38.43,-122.67,10:6,14
38.43,-122.67,10:6,15
38.43,-122.67,10:7,16
38.43,-122.67,10:7,17
38.43,-122.67,10:7,18
38.43,-122.67,10:7,19
38.43,-122.67,10:7,20
38.43,-122.67,10:7,21
38.43,-122.67,10:8,22
38.43,-122.67,10:9,23
38.43,-122.67,11:2,24
38.43,-122.67,11:2,25
38.43,-122.67,11:2,26
38.43,-122.67,11:2,27
38.43,-122.67,11:2,28
38.43,-122.67,11:2,29
38.43,-122.67,11:2,30
38.43,-122.67,1:11,31
38.43,-122.67,1:11,32
38.43,-122.67,1:11,33
38.43,-122.67,1:11,34
38.43,-122.67,1:11,35
